name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Jonas Jerebko,UTA ,31,60,37,100%,42,77,54.5,63.6,51.90%,28,40,70,48.10%,14,37,37.8
Ian Clark,NOP ,27,56,39,100%,37,74,50,56.8,58.10%,27,43,62.8,41.90%,10,31,32.3
Mike Scott,WAS ,29,61,40,100%,34,74,45.9,51.4,55.40%,26,41,63.4,44.60%,8,33,24.2
Kyle O'Quinn,NYK ,28,67,46,100%,55,73,75.3,76,93.20%,54,68,79.4,6.80%,1,5,20
Luc Mbah a Moute,HOU ,31,58,40,100%,34,73,46.6,53.4,49.30%,24,36,66.7,50.70%,10,37,27
Raymond Felton,OKC ,33,71,45,100%,30,73,41.1,50.7,42.50%,16,31,51.6,57.50%,14,42,33.3
Alec Burks,UTA ,26,52,34,100%,30,73,41.1,45.9,69.90%,23,51,45.1,30.10%,7,22,31.8
Shabazz Napier,POR ,26,57,37,100%,29,73,39.7,48.6,46.60%,16,34,47.1,53.40%,13,39,33.3
Mike Muscala,ATL ,26,42,31,100%,40,72,55.6,65.3,54.20%,26,39,66.7,45.80%,14,33,42.4
Corey Brewer,OKC ,32,45,31,100%,39,72,54.2,59.7,59.70%,31,43,72.1,40.30%,8,29,27.6
Quinn Cook,GSW ,25,24,24,100%,37,71,52.1,63.4,54.90%,21,39,53.8,45.10%,16,32,50
Pat Connaughton,POR ,25,76,48,100%,36,71,50.7,63.4,46.50%,18,33,54.5,53.50%,18,38,47.4
Tyrone Wallace,LAC ,23,29,26,100%,33,71,46.5,49.3,74.60%,29,53,54.7,25.40%,4,18,22.2
Jabari Parker,MIL ,23,31,27,100%,41,70,58.6,61.4,78.60%,37,55,67.3,21.40%,4,15,26.7
Maurice Harkless,POR ,25,46,36,100%,29,70,41.4,47.9,58.60%,20,41,48.8,41.40%,9,29,31
Thon Maker,MIL ,21,63,37,100%,28,69,40.6,46.4,60.90%,20,42,47.6,39.10%,8,27,29.6
Gorgui Dieng,MIN ,28,77,44,100%,34,68,50,55.1,79.40%,27,54,50,20.60%,7,14,50
Montrezl Harrell,LAC ,24,66,34,100%,44,67,65.7,65.7,98.50%,44,66,66.7,1.50%,0,1,0
Bam Adebayo,MIA ,20,57,38,100%,38,67,56.7,56.7,94.00%,38,63,60.3,6.00%,0,4,0
JaVale McGee,GSW ,30,48,30,100%,51,66,77.3,77.3,100%,51,66,77.3,0.00%,0,0,-
Andre Iguodala,GSW ,34,63,38,100%,31,66,47,56.8,56.10%,18,37,48.6,43.90%,13,29,44.8
Kyle Korver,CLE ,37,64,38,100%,30,65,46.2,62.3,23.10%,9,15,60,76.90%,21,50,42
Mike James,NOP ,27,26,24,100%,24,65,36.9,41.5,72.30%,18,47,38.3,27.70%,6,18,33.3
Amir Johnson,PHI ,31,70,41,100%,41,64,64.1,65.6,89.10%,39,57,68.4,10.90%,2,7,28.6
Tyler Dorsey,ATL ,22,33,28,100%,27,64,42.2,52.3,40.60%,14,26,53.8,59.40%,13,38,34.2
Nemanja Bjelica,MIN ,30,55,28,100%,28,63,44.4,54,46.00%,16,29,55.2,54.00%,12,34,35.3
Danilo Gallinari,LAC ,29,20,19,100%,27,63,42.9,53.2,49.20%,14,31,45.2,50.80%,13,32,40.6
Trevor Booker,IND ,30,59,31,100%,32,62,51.6,53.2,88.70%,30,55,54.5,11.30%,2,7,28.6
Fred VanVleet,TOR ,24,55,33,100%,24,62,38.7,48.4,43.50%,12,27,44.4,56.50%,12,35,34.3
Tyus Jones,MIN ,22,66,33,100%,31,61,50.8,60.7,50.80%,19,31,61.3,49.20%,12,30,40
Marreese Speights,ORL ,30,37,29,100%,29,61,47.5,62.3,34.40%,11,21,52.4,65.60%,18,40,45
Isaiah Taylor,ATL ,23,52,37,100%,28,61,45.9,47.5,80.30%,26,49,53.1,19.70%,2,12,16.7
Norman Powell,TOR ,25,40,23,100%,23,60,38.3,45,48.30%,15,29,51.7,51.70%,8,31,25.8
Malcolm Delaney,ATL ,29,47,35,100%,23,60,38.3,45.8,50.00%,14,30,46.7,50.00%,9,30,30
Jakob Poeltl,TOR ,22,66,41,100%,41,59,69.5,69.5,100%,41,59,69.5,0.00%,0,0,-
Bismack Biyombo,ORL ,25,69,37,100%,30,58,51.7,51.7,100%,30,58,51.7,0.00%,0,0,-
Royce O'Neale,UTA ,24,52,34,100%,24,55,43.6,49.1,56.40%,18,31,58.1,43.60%,6,24,25
Sindarius Thornwell,LAC ,23,56,31,100%,22,55,40,45.5,63.60%,16,35,45.7,36.40%,6,20,30
Jerami Grant,OKC ,24,79,40,100%,24,54,44.4,47.2,70.40%,21,38,55.3,29.60%,3,16,18.8
Tristan Thompson,CLE ,27,43,31,100%,31,53,58.5,58.5,100%,31,53,58.5,0.00%,0,0,-
Nene,HOU ,35,47,32,100%,34,52,65.4,65.4,98.10%,34,51,66.7,1.90%,0,1,0
Jose Calderon,CLE ,36,38,26,100%,27,52,51.9,67.3,38.50%,11,20,55,61.50%,16,32,50
Shelvin Mack,ORL ,28,58,28,100%,19,52,36.5,44.2,53.80%,11,28,39.3,46.20%,8,24,33.3
Deyonta Davis,MEM ,21,49,35,100%,33,51,64.7,64.7,100%,33,51,64.7,0.00%,0,0,-
Cedi Osman,CLE ,23,33,24,100%,29,51,56.9,71.6,47.10%,14,24,58.3,52.90%,15,27,55.6
Jawun Evans,LAC ,21,41,29,100%,15,51,29.4,32.4,70.60%,12,36,33.3,29.40%,3,15,20
Chandler Parsons,MEM ,29,30,24,100%,22,50,44,56,50.00%,10,25,40,50.00%,12,25,48
Ed Davis,POR ,28,74,38,100%,35,49,71.4,71.4,100%,35,49,71.4,0.00%,0,0,-
Richaun Holmes,PHI ,24,35,24,100%,31,49,63.3,64.3,91.80%,30,45,66.7,8.20%,1,4,25
Wayne Selden,MEM ,23,30,26,100%,25,49,51,63.3,49.00%,13,24,54.2,51.00%,12,25,48
Malik Monk,CHA ,20,35,27,100%,21,49,42.9,58.2,42.90%,6,21,28.6,57.10%,15,28,53.6
Jameer Nelson,DET ,36,41,30,100%,19,49,38.8,45.9,51.00%,12,25,48,49.00%,7,24,29.2
Patrick McCaw,GSW ,22,40,24,100%,17,49,34.7,38.8,55.10%,13,27,48.1,44.90%,4,22,18.2
Timothe Luwawu-Cabarrot,PHI ,23,36,27,100%,13,49,26.5,29.6,34.70%,10,17,58.8,65.30%,3,32,9.4
Jerryd Bayless,PHI ,29,36,24,100%,23,48,47.9,58.3,45.80%,13,22,59.1,54.20%,10,26,38.5
Frank Mason,SAC ,24,41,28,100%,20,48,41.7,44.8,75.00%,17,36,47.2,25.00%,3,12,25
Jordan Bell,GSW ,23,44,28,100%,36,47,76.6,76.6,97.90%,36,46,78.3,2.10%,0,1,0
Miles Plumlee,ATL ,29,48,30,100%,30,47,63.8,63.8,100%,30,47,63.8,0.00%,0,0,-
Vince Carter,SAC ,41,40,30,100%,25,47,53.2,67,38.30%,12,18,66.7,61.70%,13,29,44.8
Cameron Payne,CHI ,23,24,23,100%,21,47,44.7,57.4,48.90%,9,23,39.1,51.10%,12,24,50
Thabo Sefolosha,UTA ,34,37,27,100%,27,46,58.7,67.4,60.90%,19,28,67.9,39.10%,8,18,44.4
Noah Vonleh,CHI ,22,34,22,100%,23,46,50,51.1,76.10%,22,35,62.9,23.90%,1,11,9.1
Kevon Looney,GSW ,22,45,24,100%,29,45,64.4,64.4,95.60%,29,43,67.4,4.40%,0,2,0
Luke Babbitt,MIA ,28,24,18,100%,18,45,40,54.4,20.00%,5,9,55.6,80.00%,13,36,36.1
Sean Kilpatrick,CHI ,28,24,19,100%,17,45,37.8,44.4,51.10%,11,23,47.8,48.90%,6,22,27.3
Tyson Chandler,PHX ,35,46,26,100%,37,43,86,86,100%,37,43,86,0.00%,0,0,-
Treveon Graham,CHA ,24,46,24,100%,23,43,53.5,65.1,51.20%,13,22,59.1,48.80%,10,21,47.6
Delon Wright,TOR ,26,50,30,100%,23,43,53.5,61.6,55.80%,16,24,66.7,44.20%,7,19,36.8
Channing Frye,LAL ,35,35,23,100%,23,42,54.8,66.7,42.90%,13,18,72.2,57.10%,10,24,41.7
Kobi Simmons,MEM ,20,25,17,100%,22,42,52.4,57.1,73.80%,18,31,58.1,26.20%,4,11,36.4
Zach Collins,POR ,20,54,29,100%,20,42,47.6,57.1,57.10%,12,24,50,42.90%,8,18,44.4
Cristiano Felicio,CHI ,25,44,19,100%,26,40,65,65,100%,26,40,65,0.00%,0,0,-
Shaun Livingston,GSW ,32,38,23,100%,21,40,52.5,52.5,100%,21,40,52.5,0.00%,0,0,-
Justin Anderson,PHI ,24,26,21,100%,19,40,47.5,56.3,42.50%,12,17,70.6,57.50%,7,23,30.4
Dwayne Bacon,CHA ,22,26,20,100%,16,40,40,47.5,72.50%,10,29,34.5,27.50%,6,11,54.5
Andre Roberson,OKC ,26,37,24,100%,27,39,69.2,73.1,74.40%,24,29,82.8,25.60%,3,10,30
Ivan Rabb,MEM ,21,22,15,100%,21,39,53.8,53.8,100%,21,39,53.8,0.00%,0,0,-
C.J. Williams,LAC ,28,30,21,100%,17,39,43.6,51.3,61.50%,11,24,45.8,38.50%,6,15,40
Damion Lee,ATL ,25,14,13,100%,14,39,35.9,38.5,53.80%,12,21,57.1,46.20%,2,18,11.1
Joffrey Lauvergne,SAS ,26,31,18,100%,24,38,63.2,63.2,97.40%,24,37,64.9,2.60%,0,1,0
Omri Casspi,GSW ,29,32,24,100%,24,38,63.2,64.5,84.20%,23,32,71.9,15.80%,1,6,16.7
Terrence Ross,ORL ,27,23,19,100%,14,38,36.8,43.4,57.90%,9,22,40.9,42.10%,5,16,31.3
Patrick Patterson,OKC ,29,61,24,100%,12,38,31.6,36.8,42.10%,8,16,50,57.90%,4,22,18.2
Al Jefferson,IND ,33,27,24,100%,22,37,59.5,59.5,100%,22,37,59.5,0.00%,0,0,-
Tyler Ennis,LAL ,23,32,21,100%,19,37,51.4,54.1,75.70%,17,28,60.7,24.30%,2,9,22.2
Josh Huestis,OKC ,26,49,27,100%,16,37,43.2,58.1,27.00%,5,10,50,73.00%,11,27,40.7
Derrick Rose,MIN ,29,15,13,100%,16,36,44.4,47.2,77.80%,14,28,50,22.20%,2,8,25
Nik Stauskas,BKN ,24,26,18,100%,15,36,41.7,55.6,25.00%,5,9,55.6,75.00%,10,27,37
Isaiah Canaan,PHX ,27,17,16,100%,14,36,38.9,44.4,50.00%,10,18,55.6,50.00%,4,18,22.2
Patrick Beverley,LAC ,29,11,11,100%,14,36,38.9,51.4,33.30%,5,12,41.7,66.70%,9,24,37.5
Sterling Brown,MIL ,23,31,22,100%,12,36,33.3,41.7,38.90%,6,14,42.9,61.10%,6,22,27.3
Mike Conley,MEM ,30,12,12,100%,13,35,37.1,42.9,48.60%,9,17,52.9,51.40%,4,18,22.2
Wes Iwundu,ORL ,23,40,19,100%,13,35,37.1,38.6,74.30%,12,26,46.2,25.70%,1,9,11.1
Paul Zipser,CHI ,24,33,19,100%,10,35,28.6,34.3,45.70%,6,16,37.5,54.30%,4,19,21.1
Alex Abrines,OKC ,24,39,22,100%,15,34,44.1,60.3,14.70%,4,5,80,85.30%,11,29,37.9
Dwight Buycks,DET ,29,22,19,100%,14,34,41.2,47.1,73.50%,10,25,40,26.50%,4,9,44.4
Langston Galloway,DET ,26,37,23,100%,11,34,32.4,47.1,35.30%,1,12,8.3,64.70%,10,22,45.5
Dorian Finney-Smith,DAL ,25,19,15,100%,14,33,42.4,53,42.40%,7,14,50,57.60%,7,19,36.8
Jamil Wilson,LAC ,27,13,12,100%,20,32,62.5,85.9,21.90%,5,7,71.4,78.10%,15,25,60
Terrance Ferguson,OKC ,20,37,22,100%,14,32,43.8,54.7,28.10%,7,9,77.8,71.90%,7,23,30.4
Daniel Theis,BOS ,26,42,20,100%,16,31,51.6,54.8,77.40%,14,24,58.3,22.60%,2,7,28.6
Jared Dudley,PHX ,32,30,18,100%,14,31,45.2,56.5,35.50%,7,11,63.6,64.50%,7,20,35
DeAndre' Bembry,ATL ,23,22,18,100%,11,31,35.5,41.9,74.20%,7,23,30.4,25.80%,4,8,50
Emeka Okafor,NOP ,35,17,14,100%,20,30,66.7,66.7,100%,20,30,66.7,0.00%,0,0,-
Shabazz Muhammad,MIL ,25,10,10,100%,17,30,56.7,58.3,83.30%,16,25,64,16.70%,1,5,20
Sam Dekker,LAC ,24,46,21,100%,14,30,46.7,50,66.70%,12,20,60,33.30%,2,10,20
Myke Henry,MEM ,25,18,15,100%,11,30,36.7,43.3,53.30%,7,16,43.8,46.70%,4,14,28.6
Willie Reed,DET ,28,28,16,100%,22,29,75.9,75.9,100%,22,29,75.9,0.00%,0,0,-
Tim Frazier,WAS ,27,36,18,100%,16,28,57.1,60.7,78.60%,14,22,63.6,21.40%,2,6,33.3
Jodie Meeks,WAS ,30,41,19,100%,13,28,46.4,64.3,25.00%,3,7,42.9,75.00%,10,21,47.6
Matthew Dellavedova,MIL ,27,33,18,100%,9,28,32.1,41.1,46.40%,4,13,30.8,53.60%,5,15,33.3
Torrey Craig,DEN ,27,32,18,100%,13,27,48.1,57.4,40.70%,8,11,72.7,59.30%,5,16,31.3
Markelle Fultz,PHI ,20,14,12,100%,11,27,40.7,40.7,96.30%,11,26,42.3,3.70%,0,1,0
Alex Caruso,LAL ,24,31,16,100%,14,26,53.8,63.5,53.80%,9,14,64.3,46.20%,5,12,41.7
Cheick Diallo,NOP ,21,26,15,100%,14,26,53.8,53.8,100%,14,26,53.8,0.00%,0,0,-
Jonathan Isaac,ORL ,20,27,15,100%,13,26,50,59.6,57.70%,8,15,53.3,42.30%,5,11,45.5
Salah Mejri,DAL ,31,42,17,100%,21,25,84,84,96.00%,21,24,87.5,4.00%,0,1,0
Shane Larkin,BOS ,25,32,13,100%,14,25,56,68,64.00%,8,16,50,36.00%,6,9,66.7
Danuel House,PHX ,24,18,12,100%,13,25,52,64,48.00%,7,12,58.3,52.00%,6,13,46.2
Nerlens Noel,DAL ,24,22,13,100%,11,25,44,44,100%,11,25,44,0.00%,0,0,-
Semi Ojeleye,BOS ,23,49,19,100%,9,25,36,48,24.00%,3,6,50,76.00%,6,19,31.6
Tyler Cavanaugh,ATL ,24,28,12,100%,13,24,54.2,66.7,37.50%,7,9,77.8,62.50%,6,15,40
Raul Neto,UTA ,26,27,18,100%,11,24,45.8,54.2,45.80%,7,11,63.6,54.20%,4,13,30.8
Kawhi Leonard,SAS ,26,7,7,100%,11,24,45.8,52.1,70.80%,8,17,47.1,29.20%,3,7,42.9
Brandon Paul,SAS ,27,19,13,100%,11,24,45.8,54.2,41.70%,7,10,70,58.30%,4,14,28.6
Timofey Mozgov,BKN ,31,17,13,100%,12,23,52.2,54.3,73.90%,11,17,64.7,26.10%,1,6,16.7
Jason Terry,MIL ,40,33,14,100%,8,23,34.8,47.8,21.70%,2,5,40,78.30%,6,18,33.3
Shaquille Harrison,PHX ,24,18,15,100%,10,22,45.5,47.7,77.30%,9,17,52.9,22.70%,1,5,20
Kenneth Faried,DEN ,28,16,7,100%,13,21,61.9,61.9,95.20%,13,20,65,4.80%,0,1,0
Brandan Wright,HOU ,30,22,15,100%,12,21,57.1,57.1,100%,12,21,57.1,0.00%,0,0,-
Joe Young,IND ,25,19,13,100%,9,21,42.9,50,42.90%,6,9,66.7,57.10%,3,12,25
Damyean Dotson,NYK ,24,16,11,100%,9,21,42.9,45.2,66.70%,8,14,57.1,33.30%,1,7,14.3
Glenn Robinson III,IND ,24,18,10,100%,7,21,33.3,38.1,61.90%,5,13,38.5,38.10%,2,8,25
Ramon Sessions,WAS ,32,16,12,100%,6,21,28.6,33.3,81.00%,4,17,23.5,19.00%,2,4,50
Antonio Blakeney,CHI ,21,13,11,100%,5,21,23.8,28.6,52.40%,3,11,27.3,47.60%,2,10,20
Tarik Black,HOU ,26,24,11,100%,12,20,60,62.5,90.00%,11,18,61.1,10.00%,1,2,50
Luke Kornet,NYK ,22,12,10,100%,8,20,40,47.5,35.00%,5,7,71.4,65.00%,3,13,23.1
Michael Carter-Williams,CHA ,26,39,12,100%,8,19,42.1,44.7,68.40%,7,13,53.8,31.60%,1,6,16.7
DeAndre Liggins,NOP ,30,33,15,100%,5,19,26.3,34.2,36.80%,2,7,28.6,63.20%,3,12,25
Ian Mahinmi,WAS ,31,48,12,100%,11,18,61.1,61.1,100%,11,18,61.1,0.00%,0,0,-
Ekpe Udoh,UTA ,31,42,14,100%,11,18,61.1,61.1,100%,11,18,61.1,0.00%,0,0,-
Troy Williams,NYK ,23,10,8,100%,9,18,50,55.6,66.70%,7,12,58.3,33.30%,2,6,33.3
Malik Beasley,DEN ,21,25,12,100%,6,18,33.3,41.7,55.60%,3,10,30,44.40%,3,8,37.5
Willy Hernangomez,CHA ,24,15,7,100%,10,17,58.8,58.8,88.20%,10,15,66.7,11.80%,0,2,0
Cody Zeller,CHA ,25,28,12,100%,10,17,58.8,58.8,100%,10,17,58.8,0.00%,0,0,-
Jahlil Okafor,BKN ,22,11,9,100%,10,17,58.8,58.8,94.10%,10,16,62.5,5.90%,0,1,0
Dante Exum,UTA ,22,13,10,100%,7,17,41.2,47.1,64.70%,5,11,45.5,35.30%,2,6,33.3
MarShon Brooks,MEM ,29,7,6,100%,10,16,62.5,71.9,68.80%,7,11,63.6,31.30%,3,5,60
JaKarr Sampson,SAC ,25,14,9,100%,9,16,56.3,59.4,93.80%,8,15,53.3,6.30%,1,1,100
Brandon Jennings,MIL ,28,11,8,100%,6,16,37.5,43.8,56.30%,4,9,44.4,43.80%,2,7,28.6
Aaron Harrison,DAL ,23,7,6,100%,5,16,31.3,43.8,25.00%,1,4,25,75.00%,4,12,33.3
Eric Moreland,DET ,26,32,9,100%,11,15,73.3,73.3,100%,11,15,73.3,0.00%,0,0,-
Khem Birch,ORL ,25,23,11,100%,10,15,66.7,66.7,100%,10,15,66.7,0.00%,0,0,-
Andrew White III,ATL ,24,12,7,100%,10,15,66.7,93.3,26.70%,2,4,50,73.30%,8,11,72.7
Boban Marjanovic,LAC ,29,16,7,100%,9,15,60,60,100%,9,15,60,0.00%,0,0,-
Lucas Nogueira,TOR ,25,17,9,100%,8,15,53.3,53.3,73.30%,8,11,72.7,26.70%,0,4,0
Kyle Collinsworth,DAL ,26,16,8,100%,7,15,46.7,50,73.30%,6,11,54.5,26.70%,1,4,25
Johnathan Motley,DAL ,23,5,5,100%,9,14,64.3,64.3,100%,9,14,64.3,0.00%,0,0,-
Jordan Mickey,MIA ,23,11,9,100%,8,14,57.1,57.1,92.90%,8,13,61.5,7.10%,0,1,0
TJ Leaf,IND ,21,20,8,100%,7,14,50,60.7,50.00%,4,7,57.1,50.00%,3,7,42.9
Alec Peters,PHX ,23,8,5,100%,6,14,42.9,60.7,7.10%,1,1,100,92.90%,5,13,38.5
Malachi Richardson,TOR ,22,12,7,100%,2,14,14.3,17.9,35.70%,1,5,20,64.30%,1,9,11.1
Isaiah Whitehead,BKN ,23,8,5,100%,8,13,61.5,65.4,84.60%,7,11,63.6,15.40%,1,2,50
Jamel Artis,ORL ,25,10,6,100%,5,13,38.5,42.3,61.50%,4,8,50,38.50%,1,5,20
Meyers Leonard,POR ,26,13,8,100%,4,13,30.8,34.6,61.50%,3,8,37.5,38.50%,1,5,20
Josh Magette,ATL ,28,10,9,100%,3,13,23.1,30.8,46.20%,1,6,16.7,53.80%,2,7,28.6
Rodney McGruder,MIA ,26,12,4,100%,7,12,58.3,75,33.30%,3,4,75,66.70%,4,8,50
Arron Afflalo,ORL ,32,27,7,100%,7,12,58.3,66.7,58.30%,5,7,71.4,41.70%,2,5,40
Iman Shumpert,SAC ,27,9,6,100%,5,12,41.7,50,33.30%,3,4,75,66.70%,2,8,25
Guerschon Yabusele,BOS ,22,8,5,100%,4,12,33.3,37.5,50.00%,3,6,50,50.00%,1,6,16.7
Rodney Purvis,ORL ,24,9,6,100%,3,12,25,29.2,50.00%,2,6,33.3,50.00%,1,6,16.7
Abdel Nader,BOS ,24,21,7,100%,2,12,16.7,16.7,58.30%,2,7,28.6,41.70%,0,5,0
Ivica Zubac,LAL ,21,18,7,100%,4,11,36.4,36.4,100%,4,11,36.4,0.00%,0,0,-
Aaron Brooks,MIN ,33,6,5,100%,3,11,27.3,31.8,54.50%,2,6,33.3,45.50%,1,5,20
Nigel Hayes,SAC ,23,5,5,100%,2,11,18.2,22.7,54.50%,1,6,16.7,45.50%,1,5,20
Ante Zizic,CLE ,21,8,5,100%,8,10,80,80,100%,8,10,80,0.00%,0,0,-
Gary Payton II,LAL ,25,10,6,100%,6,10,60,60,90.00%,6,9,66.7,10.00%,0,1,0
Mirza Teletovic,MIL ,32,5,4,100%,5,10,50,75,0.00%,0,0,-,100%,5,10,50
Briante Weber,MEM ,25,10,6,100%,5,10,50,50,80.00%,5,8,62.5,20.00%,0,2,0
Henry Ellenson,DET ,21,11,7,100%,4,10,40,45,60.00%,3,6,50,40.00%,1,4,25
John Holland,CLE ,29,6,3,100%,3,10,30,45,50.00%,0,5,0,50.00%,3,5,60
Jalen Jones,DAL ,25,7,5,100%,2,10,20,20,70.00%,2,7,28.6,30.00%,0,3,0
Andrew Bogut,LAL ,33,12,6,100%,7,9,77.8,77.8,100%,7,9,77.8,0.00%,0,0,-
Tony Allen,NOP ,36,16,6,100%,6,9,66.7,72.2,66.70%,5,6,83.3,33.30%,1,3,33.3
Jaylen Morris,ATL ,22,5,4,100%,5,9,55.6,61.1,44.40%,4,4,100,55.60%,1,5,20
Isaiah Hicks,NYK ,23,9,6,100%,5,9,55.6,61.1,77.80%,4,7,57.1,22.20%,1,2,50
Jason Smith,WAS ,32,12,5,100%,4,9,44.4,44.4,88.90%,4,8,50,11.10%,0,1,0
Kay Felder,DET ,23,6,4,100%,2,9,22.2,22.2,88.90%,2,8,25,11.10%,0,1,0
Ron Baker,NYK ,25,13,6,100%,2,9,22.2,33.3,22.20%,0,2,0,77.80%,2,7,28.6
Johnny O'Bryant III,CHA ,24,14,5,100%,5,8,62.5,68.8,87.50%,4,7,57.1,12.50%,1,1,100
Juancho Hernangomez,DEN ,22,9,5,100%,2,8,25,37.5,12.50%,0,1,0,87.50%,2,7,28.6
Okaro White,CLE ,25,6,4,100%,4,7,57.1,71.4,28.60%,2,2,100,71.40%,2,5,40
Derrick Jones Jr.,MIA ,21,9,5,100%,3,7,42.9,42.9,57.10%,3,4,75,42.90%,0,3,0
Jon Leuer,DET ,29,6,5,100%,3,7,42.9,42.9,100%,3,7,42.9,0.00%,0,0,-
Omari Johnson,MEM ,29,4,3,100%,3,7,42.9,57.1,28.60%,1,2,50,71.40%,2,5,40
Quincy Pondexter,CHI ,30,6,3,100%,2,7,28.6,28.6,71.40%,2,5,40,28.60%,0,2,0
Bobby Brown,HOU ,33,2,2,100%,2,7,28.6,42.9,28.60%,0,2,0,71.40%,2,5,40
Davon Reed,PHX ,22,10,6,100%,2,7,28.6,35.7,28.60%,1,2,50,71.40%,1,5,20
Jake Layman,POR ,24,4,3,100%,2,7,28.6,28.6,85.70%,2,6,33.3,14.30%,0,1,0
Solomon Hill,NOP ,27,8,6,100%,0,7,0,0,71.40%,0,5,0,28.60%,0,2,0
Marcus Georges-Hunt,MIN ,24,11,3,100%,4,6,66.7,75,83.30%,3,5,60,16.70%,1,1,100
Caleb Swanigan,POR ,21,8,5,100%,4,6,66.7,66.7,100%,4,6,66.7,0.00%,0,0,-
Travis Wear,LAL ,27,11,6,100%,1,6,16.7,25,33.30%,0,2,0,66.70%,1,4,25
Xavier Rathan-Mayes,MEM ,24,5,4,100%,1,6,16.7,16.7,66.70%,1,4,25,33.30%,0,2,0
Dakari Johnson,OKC ,22,7,5,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Brice Johnson,MEM ,23,3,3,100%,2,5,40,40,100%,2,5,40,0.00%,0,0,-
Alan Williams,PHX ,25,4,2,100%,2,5,40,40,100%,2,5,40,0.00%,0,0,-
Darrell Arthur,DEN ,30,6,4,100%,2,5,40,50,40.00%,1,2,50,60.00%,1,3,33.3
Bruno Caboclo,SAC ,22,4,3,100%,0,5,0,0,40.00%,0,2,0,60.00%,0,3,0
Marquis Teague,MEM ,25,3,2,100%,2,4,50,62.5,50.00%,1,2,50,50.00%,1,2,50
Damian Jones,GSW ,22,4,2,100%,2,4,50,50,100%,2,4,50,0.00%,0,0,-
Damien Wilkins,IND ,38,5,2,100%,2,4,50,75,50.00%,0,2,0,50.00%,2,2,100
James Young,PHI ,22,4,3,100%,2,4,50,75,0.00%,0,0,-,100%,2,4,50
Andre Ingram,LAL ,32,2,2,100%,1,4,25,37.5,50.00%,0,2,0,50.00%,1,2,50
London Perrantes,CLE ,23,1,1,100%,0,4,0,0,100%,0,4,0,0.00%,0,0,-
Ryan Arcidiacono,CHI ,24,11,4,100%,0,4,0,0,0.00%,0,0,-,100%,0,4,0
Jack Cooley,SAC ,27,5,2,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
David West,GSW ,37,3,1,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
James Webb III,BKN ,24,6,3,100%,1,3,33.3,33.3,33.30%,1,1,100,66.70%,0,2,0
Furkan Korkmaz,PHI ,20,1,1,100%,1,3,33.3,33.3,33.30%,1,1,100,66.70%,0,2,0
Omer Asik,CHI ,31,14,3,100%,1,3,33.3,33.3,100%,1,3,33.3,0.00%,0,0,-
Milton Doyle,BKN ,24,5,3,100%,1,3,33.3,33.3,33.30%,1,1,100,66.70%,0,2,0
Josh Gray,PHX ,24,4,3,100%,0,3,0,0,33.30%,0,1,0,66.70%,0,2,0
Derrick Walton Jr.,MIA ,23,4,3,100%,0,3,0,0,0.00%,0,0,-,100%,0,3,0
Georgios Papagiannis,POR ,20,5,2,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Devin Robinson,WAS ,23,1,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Wade Baldwin IV,POR ,22,4,2,100%,1,2,50,75,50.00%,0,1,0,50.00%,1,1,100
Derrick White,SAS ,23,5,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Jabari Bird,BOS ,23,3,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Darrun Hilliard,SAS ,25,5,2,100%,0,2,0,0,100%,0,2,0,0.00%,0,0,-
Malcolm Miller,TOR ,25,3,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Nick Collison,OKC ,37,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Chris McCullough,WAS ,23,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Luol Deng,LAL ,33,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Jameel Warney,DAL ,24,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Jordan Crawford,NOP ,29,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Daniel Hamilton,OKC ,22,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Monte Morris,DEN ,22,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Richard Jefferson,DEN ,37,5,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Xavier Silas,BOS ,30,1,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Thomas Bryant,LAL ,20,1,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Jonathan Gibson,BOS ,30,1,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Vander Blue,LAL ,25,2,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
