name,team,age,gp,wins,losses,min,pts,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ft%,orb,drb,reb,ast,tov,stl,blk,pf,fp,dd2,td3,pm
Josh Richardson,MIA,24,50,27,23,210,75,24,56,42.9,5,18,27.8,22,25,88,8,20,28,15,13,8,5,20,157.1,0,0,47
Jrue Holiday,NOP,27,48,29,19,223,133,53,105,50.5,8,20,40,19,34,55.9,7,23,30,35,14,16,5,20,270.5,3,1,58
Khris Middleton,MIL,26,47,26,21,174,109,31,70,44.3,6,26,23.1,41,46,89.1,4,30,34,14,11,2,4,30,177.8,4,0,11
Allen Crabbe,BKN,26,47,17,30,172,51,15,45,33.3,11,28,39.3,10,10,100,5,22,27,7,8,4,6,15,115.9,0,0,-52
E'Twaun Moore,NOP,29,46,29,17,184,45,19,41,46.3,4,16,25,3,4,75,2,11,13,11,5,3,1,15,84.1,0,0,51
DeMarre Carroll,BKN,31,46,17,29,166,69,21,45,46.7,11,20,55,16,23,69.6,11,25,36,4,4,8,2,21,144.2,11,0,-55
Russell Westbrook,OKC,29,46,24,22,187,171,65,158,41.1,11,53,20.8,30,46,65.2,13,48,61,37,19,5,2,24,301.7,35,14,-11
LeBron James,CLE,33,45,30,15,151,197,72,129,55.8,14,44,31.8,39,60,65,10,42,52,32,18,6,5,10,322.4,33,12,87
CJ McCollum,POR,26,45,25,20,175,108,37,93,39.8,8,28,28.6,26,36,72.2,7,16,23,14,6,6,2,18,174.6,1,0,9
Ben Simmons,PHI,21,45,26,19,147,73,23,35,65.7,0,1,0,27,48,56.3,8,21,29,26,11,14,2,21,183.8,23,9,53
Goran Dragic,MIA,32,45,24,21,196,92,31,70,44.3,7,19,36.8,23,26,88.5,7,26,33,20,9,5,0,25,167.6,3,0,35
Carmelo Anthony,OKC,33,44,24,20,173,57,22,76,28.9,7,34,20.6,6,11,54.5,10,20,30,8,3,4,3,16,123,3,0,11
Bradley Beal,WAS,24,44,21,23,179,123,38,124,30.6,8,39,20.5,39,55,70.9,1,26,27,18,16,7,2,19,193.4,3,0,-10
Paul George,OKC,28,42,22,20,169,89,21,55,38.2,11,28,39.3,36,43,83.7,4,19,23,7,10,9,2,18,150.1,3,0,-11
Jayson Tatum,BOS,20,42,26,16,144,78,30,51,58.8,6,10,60,12,15,80,2,26,28,9,12,3,6,12,140.1,3,0,11
DeMar DeRozan,TOR,28,41,23,18,158,173,53,119,44.5,5,15,33.3,62,76,81.6,7,19,26,17,11,5,1,9,236.7,0,0,15
Victor Oladipo,IND,26,41,24,17,143,144,45,101,44.6,16,48,33.3,38,45,84.4,4,19,23,14,20,10,3,19,211.6,3,0,65
Karl-Anthony Towns,MIN,22,41,22,19,166,53,20,48,41.7,7,18,38.9,6,8,75,9,31,40,9,5,1,7,21,133.5,34,0,2
Harrison Barnes,DAL,25,41,9,32,144,89,32,74,43.2,6,22,27.3,19,27,70.4,5,23,28,10,12,3,0,11,134.6,4,0,-112
Andrew Wiggins,MIN,23,41,21,20,171,74,26,60,43.3,5,16,31.3,17,26,65.4,7,17,24,5,5,1,4,14,120.3,1,0,-16
Anthony Davis,NOP,25,41,27,14,187,140,48,93,51.6,0,8,0,44,52,84.6,13,45,58,8,9,8,13,9,275.6,29,0,88
Eric Bledsoe,MIL,28,41,22,19,158,113,36,78,46.2,10,32,31.3,31,40,77.5,6,18,24,17,19,9,6,20,193.3,2,0,15
Bojan Bogdanovic,IND,29,41,25,16,119,44,12,24,50,5,13,38.5,15,16,93.8,2,19,21,2,4,3,0,12,77.2,0,0,61
Giannis Antetokounmpo,MIL,23,41,23,18,150,113,41,70,58.6,1,9,11.1,30,41,73.2,10,38,48,16,7,10,7,20,238.6,27,0,30
Spencer Dinwiddie,BKN,25,41,17,24,160,103,32,94,34,7,41,17.1,32,43,74.4,9,18,27,25,7,4,3,22,186.9,7,0,-25
Will Barton,DEN,27,41,21,20,163,86,23,61,37.7,7,25,28,33,35,94.3,3,18,21,12,11,4,3,9,139.2,2,0,26
Tobias Harris,LAC,25,41,18,23,128,47,18,45,40,5,18,27.8,6,6,100,4,19,23,7,4,4,0,8,93.1,1,0,-39
Steven Adams,OKC,24,41,19,22,165,40,16,22,72.7,0,0,0,8,16,50,31,12,43,2,3,3,3,27,109.6,16,0,-1
Taj Gibson,MIN,32,40,22,18,149,38,12,18,66.7,0,0,0,14,20,70,12,25,37,4,1,3,4,17,108.4,9,0,-20
Rondae Hollis-Jefferson,BKN,23,40,15,25,119,48,20,36,55.6,0,1,0,8,9,88.9,11,21,32,5,6,5,3,16,111.9,9,0,-43
Kyle Lowry,TOR,32,40,24,16,138,72,19,49,38.8,9,26,34.6,25,31,80.6,3,25,28,10,12,6,2,20,132.6,10,2,21
Lou Williams,LAC,31,40,20,20,116,88,28,69,40.6,7,27,25.9,25,29,86.2,2,11,13,11,9,3,0,15,120.1,4,0,-13
Damian Lillard,POR,27,39,21,18,151,127,39,88,44.3,12,33,36.4,37,41,90.2,4,19,23,16,11,6,1,12,188.6,6,0,5
Yogi Ferrell,DAL,25,39,9,30,118,24,7,26,26.9,3,15,20,7,12,58.3,5,13,18,2,3,2,0,16,51.6,3,0,-93
Robert Covington,PHI,27,39,23,16,129,58,18,37,48.6,11,25,44,11,13,84.6,3,23,26,5,7,2,3,11,104.7,4,0,41
Wayne Ellington,MIA,30,39,22,17,115,52,17,35,48.6,13,27,48.1,5,5,100,3,10,13,5,4,1,0,3,74.1,0,0,40
Thaddeus Young,IND,29,39,25,14,135,22,6,26,23.1,0,5,0,10,14,71.4,11,20,31,2,4,6,4,14,88.2,6,0,77
Kelly Oubre Jr.,WAS,22,39,20,19,114,48,16,32,50,8,17,47.1,8,10,80,6,20,26,1,0,1,0,19,83.7,0,0,-8
Nikola Jokic,DEN,23,39,20,19,144,64,19,51,37.3,4,14,28.6,22,25,88,13,30,43,19,17,3,1,22,139.1,23,5,18
Kemba Walker,CHA,28,38,16,22,145,131,43,114,37.7,15,49,30.6,30,37,81.1,6,18,24,19,14,6,2,13,198.3,2,0,14
Taurean Prince,ATL,24,38,14,24,110,40,12,39,30.8,4,17,23.5,12,12,100,5,15,20,4,8,4,2,8,80,1,0,-49
James Johnson,MIA,31,38,20,18,145,75,25,47,53.2,7,16,43.8,18,24,75,3,21,24,11,12,2,1,20,117.3,6,0,-4
Jaylen Brown,BOS,21,37,24,13,112,34,13,26,50,6,14,42.9,2,4,50,3,8,11,4,4,2,0,12,55.2,2,0,12
Otto Porter Jr.,WAS,24,37,18,19,148,51,15,36,41.7,4,13,30.8,17,20,85,7,30,37,9,2,8,1,7,133.9,9,0,17
Al Horford,BOS,31,37,24,13,136,49,19,35,54.3,9,18,50,2,7,28.6,7,19,26,16,6,2,4,13,116.2,11,0,12
JJ Redick,PHI,33,37,22,15,122,65,18,42,42.9,8,27,29.6,21,25,84,1,9,10,18,7,0,1,9,100,0,0,65
Jamal Murray,DEN,21,37,19,18,152,86,26,57,45.6,8,22,36.4,26,27,96.3,4,13,17,14,8,2,0,15,125.4,1,0,22
Dwight Howard,CHA,32,37,16,21,136,58,17,30,56.7,0,0,0,24,48,50,9,42,51,1,4,3,10,14,155.7,25,0,16
Andre Drummond,DET,24,37,18,19,130,55,25,45,55.6,0,1,0,5,14,35.7,23,34,57,2,10,4,11,14,161.4,32,0,-13
Dario Saric,PHI,24,36,21,15,113,62,18,34,52.9,11,20,55,15,17,88.2,8,21,29,7,4,0,1,6,106.3,8,0,65
Kyle Kuzma,LAL,22,36,17,19,150,69,26,63,41.3,12,32,37.5,5,7,71.4,4,15,19,4,4,0,1,11,96.8,11,0,-17
Wesley Matthews,DAL,31,36,8,28,132,33,11,44,25,8,34,23.5,3,3,100,0,5,5,2,2,3,1,11,52,0,0,-97
Tyler Johnson,MIA,26,35,18,17,72,19,5,10,50,4,8,50,5,5,100,1,9,10,2,2,0,0,10,32,0,0,19
Willie Cauley-Stein,SAC,24,35,18,17,107,47,21,34,61.8,0,0,0,5,10,50,8,16,24,5,2,3,5,10,105.3,6,0,-16
DeAndre Jordan,LAC,29,35,17,18,103,33,7,18,38.9,0,0,0,19,22,86.4,15,24,39,7,4,0,5,9,101.3,21,0,-34
Dennis Smith Jr.,DAL,20,35,11,24,107,65,21,57,36.8,6,21,28.6,17,23,73.9,1,14,15,14,15,4,1,11,104,3,1,-37
Julius Randle,LAL,23,35,14,21,140,76,24,44,54.5,1,2,50,27,42,64.3,7,27,34,9,9,4,6,32,151.3,14,0,-27
Patty Mills,SAS,29,35,19,16,124,56,14,41,34.1,8,29,27.6,20,22,90.9,2,4,6,14,4,3,0,6,89.2,0,0,20
JR Smith,CLE,32,35,24,11,109,16,3,19,15.8,2,16,12.5,8,10,80,1,13,14,2,0,0,1,12,38.8,0,0,40
Jeff Teague,MIN,29,35,21,14,146,46,13,38,34.2,3,13,23.1,17,20,85,2,7,9,28,5,3,2,16,108.8,9,0,24
Kyle Korver,CLE,37,34,22,12,86,33,8,19,42.1,7,16,43.8,10,12,83.3,2,6,8,2,0,0,3,9,54.6,0,0,64
Kelly Olynyk,MIA,27,34,20,14,112,53,17,34,50,3,11,27.3,16,21,76.2,5,15,20,15,7,3,1,7,104.5,3,0,53
Gary Harris,DEN,23,34,17,17,117,52,17,39,43.6,7,20,35,11,15,73.3,0,9,9,7,5,6,1,10,89.3,0,0,3
Terry Rozier,BOS,24,34,20,14,102,38,12,29,41.4,8,16,50,6,7,85.7,2,12,14,12,4,4,0,15,80.8,0,0,-3
Kyrie Irving,BOS,26,34,21,13,119,142,48,101,47.5,9,34,26.5,37,45,82.2,4,9,13,19,9,4,2,6,195.1,1,0,19
Marc Gasol,MEM,33,34,10,24,126,52,13,51,25.5,2,21,9.5,24,30,80,5,21,26,10,9,5,2,6,110.2,16,0,-32
John Henson,MIL,27,34,18,16,116,18,8,21,38.1,0,1,0,2,4,50,9,18,27,3,3,1,4,11,66.9,4,0,7
Joel Embiid,PHI,24,34,20,14,113,83,25,53,47.2,3,9,33.3,30,41,73.2,12,32,44,20,11,1,11,15,190.8,23,0,64
Cory Joseph,IND,26,34,22,12,81,19,5,13,38.5,0,4,0,9,11,81.8,3,13,16,3,2,4,2,7,58.7,1,0,17
Caris LeVert,BKN,23,34,13,21,92,36,13,36,36.1,2,12,16.7,8,11,72.7,5,15,20,7,9,2,2,14,73.5,2,0,-38
Jusuf Nurkic,POR,23,34,20,14,133,53,17,39,43.6,0,1,0,19,33,57.6,9,35,44,5,12,3,8,16,134.3,15,0,6
Marcin Gortat,WAS,34,34,15,19,114,26,9,25,36,0,0,0,8,13,61.5,12,17,29,5,1,3,3,16,85.3,7,0,-29
Marvin Williams,CHA,31,33,13,20,115,20,7,25,28,1,13,7.7,5,5,100,5,12,17,6,2,4,0,13,59.4,3,0,-4
PJ Tucker,HOU,33,33,23,10,77,25,9,21,42.9,3,11,27.3,4,6,66.7,11,8,19,0,1,2,2,8,58.8,3,0,35
TJ Warren,PHX,24,33,14,19,95,56,15,35,42.9,2,5,40,24,32,75,10,14,24,3,3,4,4,8,110.3,4,0,-30
Myles Turner,IND,22,32,20,12,103,35,8,30,26.7,0,4,0,19,24,79.2,12,13,25,4,3,0,6,8,86,9,0,65
Darius Miller,NOP,28,32,18,14,105,26,8,21,38.1,6,18,33.3,4,5,80,2,10,12,6,1,1,0,11,51.4,0,0,1
Justin Holiday,CHI,29,32,15,17,142,40,11,26,42.3,4,16,25,14,16,87.5,3,20,23,5,6,1,2,21,78.1,1,0,-21
James Harden,HOU,28,32,23,9,91,103,30,73,41.1,10,30,33.3,33,46,71.7,4,11,15,13,6,6,3,9,161.5,13,2,52
Buddy Hield,SAC,24,32,15,17,93,61,19,40,47.5,9,20,45,14,15,93.3,6,8,14,3,6,3,0,17,85.3,0,0,19
Dirk Nowitzki,DAL,39,32,6,26,41,8,3,9,33.3,0,3,0,2,3,66.7,1,7,8,2,2,2,5,5,39.6,3,0,-41
Bogdan Bogdanovic,SAC,25,32,16,16,103,47,12,38,31.6,7,19,36.8,16,19,84.2,0,14,14,5,4,3,0,14,76.3,0,0,-14
Evan Turner,POR,29,32,16,16,96,18,4,18,22.2,2,7,28.6,8,11,72.7,2,12,14,1,7,2,1,19,38.3,0,0,-26
Wilson Chandler,DEN,31,32,14,18,103,11,3,13,23.1,0,5,0,5,6,83.3,2,20,22,2,6,3,1,18,46.4,2,0,-63
LaMarcus Aldridge,SAS,32,32,20,12,117,82,27,55,49.1,0,1,0,28,41,68.3,12,26,38,3,7,2,5,8,146.1,15,0,42
Jimmy Butler,MIN,28,31,16,15,143,132,37,96,38.5,6,22,27.3,52,61,85.2,11,16,27,10,12,6,1,15,188.4,2,0,-5
Lauri Markkanen,CHI,21,31,15,16,143,72,23,61,37.7,11,35,31.4,15,16,93.8,4,29,33,3,2,4,3,9,135.1,9,0,2
De'Aaron Fox,SAC,20,31,16,15,102,55,23,52,44.2,0,7,0,9,15,60,1,10,11,11,7,3,2,5,92.7,2,0,-9
Serge Ibaka,TOR,28,31,17,14,113,18,8,28,28.6,1,10,10,1,2,50,5,19,24,4,2,4,4,12,74.8,5,0,28
Jonathon Simmons,ORL,28,31,10,21,90,26,9,21,42.9,3,6,50,5,6,83.3,5,7,12,7,8,2,2,4,54.9,0,0,-44
Evan Fournier,ORL,25,31,11,20,96,67,21,54,38.9,9,32,28.1,16,18,88.9,1,5,6,7,6,4,1,9,93.7,0,0,-31
Al-Farouq Aminu,POR,27,31,17,14,118,22,7,23,30.4,5,16,31.3,3,6,50,4,17,21,6,2,4,3,9,75.2,5,0,9
Dwight Powell,DAL,26,31,5,26,64,14,5,6,83.3,2,3,66.7,2,5,40,3,8,11,2,2,3,2,17,43.2,1,0,-65
Dennis Schroder,ATL,24,31,13,18,108,98,31,77,40.3,3,12,25,33,39,84.6,4,11,15,19,5,5,0,13,154.5,4,0,-20
Kentavious Caldwell-Pope,LAL,25,31,14,17,129,54,18,46,39.1,9,25,36,9,15,60,4,18,22,1,3,3,2,12,93.9,2,0,-29
Michael Kidd-Gilchrist,CHA,24,31,12,19,91,24,10,18,55.6,0,0,0,4,7,57.1,3,15,18,0,2,3,1,11,55.6,0,0,-11
Garrett Temple,SAC,32,30,17,13,80,28,9,22,40.9,4,12,33.3,6,9,66.7,3,11,14,9,3,0,1,11,58.3,0,0,2
Marcus Smart,BOS,24,30,19,11,97,29,8,21,38.1,1,8,12.5,12,15,80,2,16,18,18,4,3,0,9,82.6,0,0,6
Jeremy Lamb,CHA,25,30,11,19,75,33,7,32,21.9,1,8,12.5,18,20,90,3,14,17,5,1,1,2,7,68.9,0,0,17
Austin Rivers,LAC,25,30,13,17,86,40,13,32,40.6,8,20,40,6,10,60,1,1,2,8,2,3,2,9,67.4,0,0,-60
Dwyane Wade,MIA,36,30,18,12,104,53,20,43,46.5,0,7,0,13,16,81.3,9,12,21,10,7,5,6,13,119.2,3,0,55
Pascal Siakam,TOR,24,30,18,12,61,14,6,7,85.7,1,2,50,1,2,50,3,7,10,2,1,1,2,9,37,0,0,-39
Kent Bazemore,ATL,28,30,12,18,94,58,18,47,38.3,7,14,50,15,23,65.2,4,9,13,8,5,5,2,16,101.6,0,0,-18
Dillon Brooks,MEM,22,30,9,21,109,27,7,22,31.8,4,11,36.4,9,9,100,1,9,10,4,4,5,1,15,59,0,0,-33
Jeff Green,CLE,31,30,20,10,74,20,7,15,46.7,1,5,20,5,6,83.3,5,9,14,3,0,2,2,9,53.3,0,0,2
Darren Collison,IND,30,29,17,12,84,50,18,36,50,6,13,46.2,8,11,72.7,1,5,6,9,3,4,1,4,82.7,3,0,27
Dewayne Dedmon,ATL,28,29,12,17,66,36,11,22,50,3,9,33.3,11,12,91.7,8,17,25,8,3,1,1,8,81,9,0,-19
Trevor Ariza,HOU,32,29,19,10,91,30,9,17,52.9,8,15,53.3,4,5,80,0,10,10,5,0,4,0,8,61.5,1,0,41
Joe Ingles,UTA,30,29,16,13,105,30,8,26,30.8,7,21,33.3,7,10,70,2,18,20,11,5,3,0,9,74.5,1,0,25
Courtney Lee,NYK,32,29,11,18,114,27,7,24,29.2,1,5,20,12,13,92.3,3,14,17,7,0,1,0,13,60.9,0,0,-24
Joe Harris,BKN,26,28,9,19,52,19,7,17,41.2,2,9,22.2,3,5,60,4,6,10,3,3,0,1,8,35.5,2,0,-8
Jamal Crawford,MIN,38,28,15,13,42,25,9,16,56.3,4,9,44.4,3,3,100,0,3,3,1,4,0,1,6,29.1,0,0,20
Denzel Valentine,CHI,24,28,11,17,88,28,11,29,37.9,4,15,26.7,2,2,100,2,17,19,5,5,1,1,14,59.3,2,0,-43
Kyle Anderson,SAS,24,28,14,14,73,24,7,12,58.3,0,1,0,10,15,66.7,4,11,15,5,6,1,1,5,49.5,3,0,-19
Stanley Johnson,DET,21,28,17,11,70,21,4,13,30.8,1,9,11.1,12,12,100,2,8,10,4,2,3,2,7,52,2,0,7
Kevin Love,CLE,29,28,20,8,82,46,12,31,38.7,7,18,38.9,15,18,83.3,8,20,28,5,3,1,2,11,93.1,19,0,74
DeMarcus Cousins,NOP,27,28,16,12,130,94,30,68,44.1,7,22,31.8,27,36,75,11,30,41,20,15,3,7,11,188.2,24,2,16
Anthony Tolliver,DET,32,28,14,14,48,18,5,15,33.3,3,12,25,5,5,100,1,3,4,1,3,0,1,11,24.3,0,0,2
Frank Kaminsky,CHA,25,28,10,18,43,13,3,9,33.3,3,8,37.5,4,5,80,1,4,5,2,1,0,0,4,21,0,0,-4
Markieff Morris,WAS,28,28,12,16,106,51,17,30,56.7,3,7,42.9,14,19,73.7,4,16,20,10,4,6,2,15,110,3,0,0
Justise Winslow,MIA,22,28,14,14,70,14,5,18,27.8,1,3,33.3,3,6,50,3,22,25,8,6,4,3,14,71,0,0,-6
Lonzo Ball,LAL,20,27,12,15,117,37,14,40,35,6,23,26.1,3,7,42.9,6,18,24,24,5,0,2,9,102.8,6,0,-24
Aaron Gordon,ORL,22,27,9,18,79,36,11,28,39.3,4,16,25,10,14,71.4,6,19,25,4,2,1,1,7,76,12,0,-12
Brandon Ingram,LAL,20,27,13,14,114,49,13,36,36.1,2,5,40,21,30,70,3,13,16,10,5,3,2,12,93.2,4,0,-23
CJ Miles,TOR,31,27,13,14,29,17,6,11,54.5,3,7,42.9,2,5,40,1,2,3,2,4,1,0,4,22.6,0,0,36
D.J. Augustin,ORL,30,27,9,18,47,24,6,12,50,4,8,50,8,9,88.9,1,6,7,5,2,1,0,7,40.9,1,0,13
Jonas Valanciunas,TOR,26,27,16,11,67,26,7,15,46.7,0,1,0,12,15,80,5,15,20,4,4,2,2,3,64,16,0,39
Donovan Mitchell,UTA,21,27,15,12,102,94,34,85,40,9,33,27.3,17,21,81,2,8,10,12,13,5,2,13,132,0,0,21
Nikola Mirotic,NOP,27,27,19,8,90,47,14,32,43.8,7,17,41.2,12,17,70.6,3,15,18,3,3,1,7,10,94.1,3,0,43
Klay Thompson,GSW,28,27,18,9,95,39,11,31,35.5,5,22,22.7,12,13,92.3,1,16,17,3,2,3,2,9,76.9,2,0,26
Kris Dunn,CHI,24,27,15,12,109,76,28,58,48.3,3,9,33.3,17,20,85,2,14,16,22,10,6,2,12,142.2,4,0,23
Nicolas Batum,CHA,29,27,9,18,100,33,10,31,32.3,5,19,26.3,8,8,100,2,11,13,13,6,7,0,7,83.1,2,0,-35
Clint Capela,HOU,24,26,20,6,64,20,8,13,61.5,0,0,0,4,12,33.3,7,14,21,1,0,2,1,9,55.7,12,0,30
Tony Snell,MIL,26,26,16,10,84,8,2,13,15.4,2,7,28.6,2,2,100,1,8,9,4,1,1,3,6,35.8,0,0,29
Fred VanVleet,TOR,24,26,17,9,97,30,8,24,33.3,6,17,35.3,8,10,80,1,8,9,5,4,1,1,8,50.3,0,0,33
Jerami Grant,OKC,24,26,12,14,48,11,4,11,36.4,2,5,40,1,2,50,2,7,9,1,1,0,3,5,31.3,0,0,-42
Danny Green,SAS,30,26,14,12,74,23,8,28,28.6,5,21,23.8,2,2,100,1,7,8,3,4,3,6,9,60.1,0,0,-2
Bam Adebayo,MIA,20,26,13,13,56,12,4,7,57.1,0,0,0,4,7,57.1,4,13,17,5,0,1,2,9,48.9,6,0,-30
Quincy Acy,BKN,27,26,12,14,63,8,2,11,18.2,2,11,18.2,2,2,100,6,3,9,1,6,0,1,10,17.3,0,0,4
Tyreke Evans,MEM,28,26,10,16,91,53,17,59,28.8,6,20,30,13,15,86.7,4,12,16,6,4,7,1,5,101.2,5,0,-5
Malcolm Brogdon,MIL,25,26,15,11,83,22,7,20,35,2,6,33.3,6,6,100,1,1,2,5,0,3,0,11,40.9,0,0,0
Devin Booker,PHX,21,25,12,13,71,59,20,56,35.7,7,19,36.8,12,15,80,4,7,11,6,4,3,1,14,89.2,2,0,-4
Ish Smith,DET,29,25,9,16,77,23,8,28,28.6,3,6,50,4,4,100,3,9,12,8,2,1,0,11,50.4,0,0,-26
Kevin Durant,GSW,29,25,17,8,95,90,27,48,56.3,10,18,55.6,26,32,81.3,2,18,20,12,11,0,8,8,145,8,0,34
J.J. Barea,DAL,33,25,5,20,60,25,9,23,39.1,2,13,15.4,5,5,100,0,5,5,3,2,1,1,7,39.5,5,0,-48
Doug McDermott,DAL,26,25,7,18,54,14,5,11,45.5,2,4,50,2,2,100,0,3,3,3,2,1,1,6,26.1,0,0,9
Troy Daniels,PHX,26,25,9,16,39,14,4,12,33.3,2,9,22.2,4,5,80,1,3,4,0,1,0,1,5,20.8,0,0,-19
Elfrid Payton,PHX,24,25,5,20,83,31,11,23,47.8,1,4,25,8,11,72.7,2,8,10,12,4,2,2,10,69,6,2,-95
Eric Gordon,HOU,29,24,15,9,77,17,4,17,23.5,3,11,27.3,6,7,85.7,0,4,4,3,6,2,2,7,32.3,0,0,21
David Nwaba,CHI,25,24,17,7,68,20,8,10,80,0,0,0,4,8,50,1,15,16,2,0,1,3,14,54.2,3,0,29
Alex Abrines,OKC,24,24,10,14,21,16,5,12,41.7,4,9,44.4,2,4,50,1,0,1,0,1,0,0,6,16.2,0,0,5
Ian Clark,NOP,27,24,14,10,67,8,2,5,40,0,2,0,4,4,100,1,7,8,4,0,0,1,5,26.6,0,0,12
Nikola Vucevic,ORL,27,24,9,15,59,24,8,17,47.1,1,4,25,7,7,100,3,20,23,6,6,0,3,14,63.6,16,1,-5
Dejounte Murray,SAS,21,24,11,13,49,21,6,13,46.2,1,2,50,8,10,80,2,11,13,2,8,5,1,10,49.6,4,0,-21
