name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Kyle Singler,OKC ,30,10,6,100%,4,9,44.4,44.4,88.90%,4,8,50,11.10%,0,1,0
Jack Cooley,SAC ,27,7,5,100%,6,8,75,75,100%,6,8,75,0.00%,0,0,-
Jameel Warney,DAL ,24,3,3,100%,5,8,62.5,62.5,100%,5,8,62.5,0.00%,0,0,-
Jabari Bird,BOS ,23,12,4,100%,4,8,50,62.5,62.50%,2,5,40,37.50%,2,3,66.7
Solomon Hill,NOP ,27,7,4,100%,4,8,50,56.3,50.00%,3,4,75,50.00%,1,4,25
Jon Leuer,DET ,29,7,5,100%,3,8,37.5,37.5,100%,3,8,37.5,0.00%,0,0,-
Nigel Hayes,SAC ,23,9,5,100%,3,8,37.5,50,37.50%,1,3,33.3,62.50%,2,5,40
Wade Baldwin IV,POR ,22,7,3,100%,6,7,85.7,85.7,85.70%,6,6,100,14.30%,0,1,0
Adreian Payne,ORL ,27,5,3,100%,4,7,57.1,64.3,71.40%,3,5,60,28.60%,1,2,50
Antonius Cleveland,ATL ,24,10,5,100%,4,7,57.1,64.3,85.70%,3,6,50,14.30%,1,1,100
Ike Anigbogu,IND ,19,11,4,100%,4,7,57.1,57.1,100%,4,7,57.1,0.00%,0,0,-
Mangok Mathiang,CHA ,25,4,2,100%,4,7,57.1,57.1,100%,4,7,57.1,0.00%,0,0,-
Markel Brown,HOU ,26,4,2,100%,2,7,28.6,35.7,28.60%,1,2,50,71.40%,1,5,20
James Michael McAdoo,PHI ,25,3,3,100%,2,7,28.6,42.9,0.00%,0,0,-,100%,2,7,28.6
Derrick Walton Jr.,MIA ,23,12,6,100%,0,7,0,0,85.70%,0,6,0,14.30%,0,1,0
Joakim Noah,NYK ,33,4,3,100%,4,6,66.7,66.7,100%,4,6,66.7,0.00%,0,0,-
James Young,PHI ,22,6,3,100%,2,6,33.3,33.3,50.00%,2,3,66.7,50.00%,0,3,0
Jaylen Morris,ATL ,22,5,4,100%,2,6,33.3,33.3,83.30%,2,5,40,16.70%,0,1,0
Matt Williams Jr.,MIA ,24,3,3,100%,2,6,33.3,41.7,16.70%,1,1,100,83.30%,1,5,20
London Perrantes,CLE ,23,13,6,100%,1,6,16.7,16.7,50.00%,1,3,33.3,50.00%,0,3,0
Omer Asik,CHI ,31,9,2,100%,4,5,80,80,100%,4,5,80,0.00%,0,0,-
Vincent Hunter,MEM ,23,4,3,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Monte Morris,DEN ,22,3,2,100%,3,5,60,60,80.00%,3,4,75,20.00%,0,1,0
Nate Wolters,UTA ,27,5,3,100%,1,5,20,20,100%,1,5,20,0.00%,0,0,-
Xavier Munford,MIL ,25,6,3,100%,0,5,0,0,60.00%,0,3,0,40.00%,0,2,0
Julyan Stone,CHA ,29,22,2,100%,3,4,75,112.5,0.00%,0,0,-,100%,3,4,75
Andre Ingram,LAL ,32,2,1,100%,2,4,50,62.5,50.00%,1,2,50,50.00%,1,2,50
Alan Williams,PHX ,25,4,3,100%,1,4,25,25,100%,1,4,25,0.00%,0,0,-
Matt Costello,SAS ,24,3,3,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
David Stockton,UTA ,26,3,2,100%,2,3,66.7,100,0.00%,0,0,-,100%,2,3,66.7
Josh Smith,NOP ,32,2,1,100%,1,3,33.3,33.3,100%,1,3,33.3,0.00%,0,0,-
Marquis Teague,MEM ,25,3,2,100%,1,3,33.3,33.3,100%,1,3,33.3,0.00%,0,0,-
Tim Quarterman,HOU ,23,3,2,100%,1,3,33.3,33.3,33.30%,1,1,100,66.70%,0,2,0
Jacob Wiley,BKN ,23,3,2,100%,1,3,33.3,50,33.30%,0,1,0,66.70%,1,2,50
PJ Dozier,OKC ,21,2,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Jacob Pullen,PHI ,28,3,2,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Jeremy Lin,BKN ,29,1,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Justin Patton,MIN ,20,1,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Chinanu Onuaku,HOU ,21,1,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Reggie Hearn,DET ,26,3,2,100%,1,2,50,75,0.00%,0,0,-,100%,1,2,50
Vander Blue,LAL ,25,3,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Nicolas Brussino,ATL ,25,4,2,100%,0,2,0,0,0.00%,0,0,-,100%,0,2,0
Xavier Silas,BOS ,30,2,1,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Omari Johnson,MEM ,29,4,2,100%,0,2,0,0,0.00%,0,0,-,100%,0,2,0
Edmond Sumner,IND ,22,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Naz Mitrou-Long,UTA ,24,1,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Jeremy Evans,ATL ,30,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Anthony Brown,MIN ,25,1,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Kendrick Perkins,CLE ,33,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Marshall Plumlee,MIL ,25,7,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Joel Bolomboy,MIL ,24,5,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Chris Boucher,GSW ,25,1,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Jarell Eddie,CHI ,26,2,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Erik McCree,UTA ,24,4,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Luis Montero,DET ,25,2,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Mindaugas Kuzminskas,NYK ,28,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
